id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
9803,174,24,American,4,05/20/2019,"I haven't been there in over 35 years and recently visited a friend at Morristown Memorial.  My wife asked where we were going to eat, I said there use to be a great Steak place in Morris Plains so we decided to see if Authurs was still there. This place has not changed in all these years and the Steaks are as good as ever,  although the price has changed considerably. What hasn't!  Great food, Great atmosphere.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9804,175,24,American,5,05/19/2020,Had late lunch today to celebrate my sister's b day. Victor at the outside bar was awesome. Granted it wasn't busy but he was courteous and personable. He informed us of specials and drinks. While there my sis had a small choking mishap. He was quick to act. She was so embarrassed but he was so kind. She excused herself to ladies room but not before he got the door for her. He is a gentleman and a true asset to GrilleStone. He is someone who cares and not just doing his job. It was a pleasure meeting this kind young man who I'm sure will be very successful.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9805,176,24,American,1,05/19/2022,Ordered short ribs received a lump of dried roast no  bone. Carved through the meat the entire thing was in shreds.  Completely unedible. Only allowed 25% off of something you couldn't  chew or swallow..,Grillestone Restaurant - Bar - Private Events,2377 US-22
9806,177,24,American,5,05/19/2020,"Best broiled scallops and risotto I've ever had. Lively atmosphere, great music the night we went. Big Bruce and the ""something"" (can't remember, sorry) Will definitely return.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9807,178,24,American,3,05/20/2019,"The hostess seemed annoyed and was not friendly at all, which set a negative first impression.  The atmosphere was ok. The waiter was pleasant and the meal of pan seared scallops and risotto was enjoyable.  I'm not sure my wife and I will return.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9808,180,24,American,5,05/19/2022,Loved the atmosphere. Shareables and a la carte sushi were a good price. Will be back!,Grillestone Restaurant - Bar - Private Events,2377 US-22
9809,181,24,American,4,05/20/2017,"Meet some friends here to dinner since they just moved over and are new to the area.  Walking into the restaurant has a bit of a diner feel to it, but upon entering it's a bit more ""modernized"" with stonework and dark wall paper.  When my husband and I had gotten there the people I met up with mentioned that they had been waiting 15 minutes for someone to come over just to take their drink order.  Pretty quickly after we had gotten there a waiter did come over and was very attentive the rest of the evening.  We ordered a cheese pizza, some sushi (California roll and spicy tuna), chips and spinach dip and a couple of different types of wings.  Food was definitely just ok, maybe even a little bit below that.  Out of everything we got the chips and spinach dip was the standout for me although everyone at my table seemed to really like the wings (I thought they were ok).  That being said that, we didn't really have entrees, but if I had to judge based on the appetizers not sure I would come back for dinner.  What Grillestone really has going for it, is the outdoor seating area.  This is really cool, has a fireplace with a bar outside.  Definitely a fun space for happy hour since they do fun drinks like fish bowls.  This is somewhere I would definitely come back for drinks and maybe a couple of apps, but it's not really dinner worthy in my mind.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9810,182,24,American,5,05/19/2022,Always a good time when I come here. Portion sizes are super reasonable. Your money goes a long way here. Friendly staff. Outdoor seating is great!,Grillestone Restaurant - Bar - Private Events,2377 US-22
9811,183,24,American,3,05/19/2020,"We sat in the bar area and had appetizers. (6 people) Food is mediocre.  Server left all the dirty plates on the table when we were done eating. Everytime she made her way over, we attempted to hand her some. The dessert and coffee was served while all the dirty appetizer plates were still all over the place. The restuarant was barely 30% full so there was really no excuse for that.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9812,184,24,American,5,05/20/2018,"Great place, great atmosphere. The staff is so well put together and you feel comfortable during your visit. The drinks are great and the outside seating is so nice during the summer...would highly recommend trying it out if you have not already!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9813,185,24,American,3,05/21/2012,"Nice looking place, thought it smelled like bad breath.  It was likely a new smell of furniture or something, but it was tough for me to take.  I ordered the Salmon for health reasons.  It was very tasty, though it was smothered in oil.  All in all, 3 of 6 of us enjoyed our meal, 2 were unsatisfied.  The waitress was very exceptional and quite friendly.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9814,186,24,American,4,05/19/2020,Good food. The room was nice. The service was great  .,Grillestone Restaurant - Bar - Private Events,2377 US-22
9815,187,24,American,1,05/19/2020,"The food wasn't that good, I had steak and it was not cooked well done it and it had to go back to get re heated and it had alot of fat in it we just gave it to our dog at home. The band was awful with and performed outdated 80 music -  we are in 2019, the bar emptied out just as we did.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9816,188,24,American,4,10/21/2022,"I went there because they were having entertainment, and the Group got the people up on the Dance floor.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9817,189,24,American,1,05/20/2017,"The food was horrible. The tortilla chips were stale and tasted really old. The lamb was cold and had a taste of the microwave. The service was ok but, the most disgusting thing was when I seen someone go into the kitchen without a hair net! Like I said the service was ok, and the look was fabulous! But needs work on most things.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9818,190,24,American,1,05/20/2018,I never write reviews. One star because the waitress was very nice and patience. If I could give it none I would. I had a bad experience here last year and thought it's been a year maybe it's gotten better. Ordered the flank steak menu says it's comes with a red wine demi glaze which shouldn't have mushrooms in it. However the one here does I let them know I had a mushroom allergy before ordering. The meal came out with mushroom gravy. I sent it back due to my allergy they said they made a new one however the steak was well done because they washed off  the gravy and reheated the first one which I know because the mashed potatoes still had some of the gravy on it. I ordered medium. They then said they had no more flank steak but swore they gave me a  new one  I guess they magically ran out when I noticed they brought the same steak back out. My friend ordered the sushi boat and ended up getting sick from it. The fish was slimy which it shouldn't be once it actually defrosted to room temperature they serve alot of fish substitutes for thier sushi. The response from the waitress we've never gotten a complaint about our sushi. Not even a fake apology from the manager. Over all I've learned my lesson and will stay away from this place in the future,Grillestone Restaurant - Bar - Private Events,2377 US-22
